,Q1,Q2,Q3,Q4,Q5,Q6,Q25
2776,29,Man,South Korea,4,Machine Learning Engineer,5,2485
2777,27,Man,Japan,4,Machine Learning Engineer,17,86314
2778,23,Man,China,3,Data Analyst,2,2204
2779,56,Woman,USA,4,Data Analyst,26,100658
2780,26,Man,USA,3,Data Engineer,9,74259
2781,39,Man,USA,5,Data Scientist,27,230624
2782,26,Woman,South Korea,3,Software Engineer,4,49319
2783,29,Man,USA,4,Data Engineer,5,122494
2784,39,Man,USA,4,Data Scientist,19,111331
2785,37,Man,USA,4,Data Scientist,18,163961
2786,37,Man,USA,3,Other,0.5,121199
2787,33,Man,South Korea,5,Data Analyst,0.5,1883
2788,57,Man,USA,5,Software Engineer,23,226603
2789,55,Man,South Korea,2,Data Analyst,0.5,49802
2790,29,Man,Japan,3,Software Engineer,3,54906
2791,70,Man,USA,5,Other,25,899
2792,43,Man,USA,4,Machine Learning Engineer,10,197446
2793,32,Man,Japan,4,Software Engineer,19,92724
2794,44,Woman,Japan,3,Data Analyst,15,849
2795,48,Man,Japan,4,Data Scientist,3,6431
2796,35,Woman,USA,4,Other,1,23431
2797,29,Man,Japan,2,Software Engineer,0.5,68
2798,27,Man,China,4,Data Scientist,3,39923
2799,31,Man,USA,4,Other,0.5,28791
2800,34,Man,South Korea,3,Data Scientist,3,49626
2801,38,Man,Japan,4,Data Engineer,0,983
2802,27,Man,Japan,1,Program/Project Manager,1,2083
2803,30,Man,Japan,5,Research Scientist,3,5700
2804,35,Man,USA,5,Research Scientist,20,56326
2805,37,Man,Japan,0,Machine Learning Engineer,1,980
2806,40,Man,Japan,3,Software Engineer,7,7756
2807,24,Man,USA,4,Data Scientist,4,43107
2808,24,Woman,China,3,Data Engineer,2,12320
2809,40,Man,USA,5,Data Scientist,29,485264
2810,68,Man,USA,3,Machine Learning Engineer,22,109426
2811,58,Man,USA,4,Program/Project Manager,26,283
2812,44,Man,USA,3,Software Engineer,19,111269
2813,30,Man,USA,4,Data Scientist,16,85546
2814,47,Man,USA,3,Data Engineer,9,98161
2815,33,Woman,USA,2,Other,0,38864
2816,23,Man,USA,4,Data Scientist,10,90483
2817,26,Man,USA,4,Data Scientist,4,39933
2818,31,Man,Japan,4,Data Scientist,5,114952
2819,58,Man,Japan,2,Data Analyst,0.5,685
2820,24,Man,USA,4,Data Scientist,5,78811
2821,63,Man,USA,5,Statistician,24,104653
2822,31,Man,USA,4,Data Analyst,3,817
2823,58,Prefer not to say,USA,4,Other,27,1018185
2824,20,Man,South Korea,3,Machine Learning Engineer,1,1688
2825,26,Man,Japan,4,Data Scientist,3,6329
2826,22,Woman,USA,4,Data Analyst,5,112848
2827,31,Man,USA,5,Other,10,100783
2828,35,Man,USA,5,Data Engineer,16,100598
2829,25,Man,USA,4,Data Scientist,3,83247
2830,50,Man,USA,4,Other,2,125720
2831,35,Man,USA,4,Data Scientist,23,86129
2832,39,Man,China,4,Developer Relations/Advocacy,11,1669
2833,23,Man,USA,3,Data Analyst,4,1221
2834,53,Man,USA,4,Program/Project Manager,0,187799
2835,58,Man,China,5,Research Scientist,28,9736
2836,42,Man,USA,4,Other,1,194331
2837,24,Man,USA,4,Data Analyst,2,9219
2838,52,Man,USA,4,Data Scientist,13,161545
2839,30,Man,Japan,4,Other,5,35437
2840,30,Woman,China,5,Research Scientist,9,195
2841,38,Man,USA,4,Data Scientist,4,185817
2842,56,Man,USA,4,Program/Project Manager,21,10791
2843,26,Man,South Korea,3,Data Scientist,5,32419
2844,30,Man,USA,3,Software Engineer,10,108300
2845,29,Man,USA,3,Data Engineer,6,75608
2846,40,Man,South Korea,2,Data Scientist,3,68043
2847,32,Man,USA,4,Other,3,154428
2848,28,Prefer not to say,USA,3,Data Scientist,0.5,27105
2849,26,Man,Japan,4,Software Engineer,3,46854
2850,50,Woman,USA,4,Other,3,198920
2851,39,Man,Japan,3,Data Scientist,18,84262
2852,55,Man,USA,4,DBA/Database Engineer,0.5,242767
2853,26,Woman,Japan,4,Research Scientist,0,2350
2854,22,Man,USA,4,Machine Learning Engineer,7,378
2855,42,Man,USA,4,Data Scientist,6,58989
2856,32,Woman,USA,4,Data Scientist,14,288186
2857,45,Man,USA,4,Program/Project Manager,0.5,129655
2858,37,Woman,USA,4,Other,1,13661
2859,45,Man,USA,5,Data Scientist,26,159119
2860,25,Man,Japan,5,Software Engineer,8,84
2861,30,Man,Japan,4,Research Scientist,5,79521
2862,33,Man,USA,3,Business Analyst,3,67046
2863,34,Man,USA,2,Other,0,30083
2864,23,Woman,Japan,3,Program/Project Manager,0.5,46801
2865,26,Woman,USA,3,Data Scientist,10,87173
2866,31,Man,USA,5,Data Scientist,10,1095026
2867,54,Woman,USA,4,Software Engineer,27,117551
2868,39,Prefer not to say,China,4,Business Analyst,0,935
2869,57,Man,USA,5,Research Scientist,24,145305
2870,30,Man,USA,3,Other,16,1026485
2871,36,Man,China,4,Business Analyst,20,6689
2872,41,Man,Japan,2,Other,2,4830
2873,50,Man,Japan,4,Software Engineer,21,53833
2874,33,Woman,USA,4,Data Analyst,9,72308
2875,38,Man,Japan,3,Software Engineer,13,124428
2876,26,Man,Japan,4,Research Scientist,0.5,52565
2877,33,Woman,USA,4,Other,2,57792
2878,59,Man,USA,5,Statistician,29,88111
2879,27,Woman,USA,3,Business Analyst,4,69898
2880,26,Man,Japan,3,Business Analyst,0.5,30113
2881,29,Man,China,3,Data Engineer,4,44999
2882,34,Woman,USA,3,Other,0.5,47934
2883,41,Man,Japan,2,Product Manager,5,14005
2884,52,Woman,USA,4,Other,10,163215
2885,38,Man,Japan,1,Data Engineer,0.5,975
2886,25,Man,China,4,Software Engineer,10,812
2887,70,Man,USA,3,Other,27,153063
2888,34,Man,Japan,4,Software Engineer,7,7366
2889,49,Man,Japan,4,Software Engineer,16,62481
2890,37,Man,USA,5,Data Analyst,10,103572
2891,60,Man,USA,5,Business Analyst,0,109080
2892,26,Man,USA,4,Data Scientist,3,26891
2893,34,Man,Japan,3,DBA/Database Engineer,5,7225
2894,25,Woman,USA,2,Data Engineer,0.5,49160
2895,29,Man,China,4,Machine Learning Engineer,10,100080
2896,29,Woman,China,3,Software Engineer,3,23855
2897,33,Man,USA,3,Other,6,450588
2898,28,Man,China,4,Business Analyst,0.5,11595
2899,47,Man,USA,5,Other,16,322441
2900,48,Man,USA,4,Other,1,193734
2901,40,Man,USA,4,Machine Learning Engineer,23,625
2902,57,Man,Japan,5,Research Scientist,24,91836
2903,24,Man,USA,4,Other,1,987
2904,70,Man,USA,2,Data Analyst,22,54288
2905,35,Man,USA,4,DBA/Database Engineer,20,108048
2906,27,Man,South Korea,4,Data Scientist,2,727
2907,31,Man,Japan,4,Other,0.5,153600
2908,40,Man,USA,5,Research Scientist,24,219954
2909,69,Man,USA,5,Research Scientist,28,100387
2910,34,Man,South Korea,1,Software Engineer,2,1695
2911,23,Man,China,4,Data Analyst,0.5,4550
2912,60,Man,Japan,4,Software Engineer,26,1255
2913,24,Man,South Korea,2,Data Scientist,0.5,9600
2914,62,Man,USA,5,Other,28,102746
2915,29,Man,Japan,5,Other,6,1834
2916,40,Man,USA,3,Other,5,151240
2917,50,Man,Japan,5,Research Scientist,29,93270
2918,31,Man,USA,4,Machine Learning Engineer,5,132197
2919,39,Man,South Korea,3,Data Analyst,7,98734
2920,26,Man,USA,4,Other,0.5,66477
2921,54,Man,USA,3,Business Analyst,3,120655
2922,37,Man,USA,3,Software Engineer,0.5,47894
2923,30,Woman,USA,3,Other,0,54158
2924,30,Woman,USA,4,Data Scientist,9,159199
2925,45,Man,USA,4,Software Engineer,28,140415
2926,27,Man,Japan,4,Program/Project Manager,16,60091
2927,25,Man,South Korea,4,Machine Learning Engineer,1,1521
2928,36,Man,USA,4,Data Scientist,2,122975
2929,69,Man,USA,5,Data Scientist,10,192398
2930,22,Man,China,4,Machine Learning Engineer,0.5,4802
2931,68,Prefer not to say,USA,0,Data Analyst,1,114
2932,58,Man,USA,5,Other,0,192541
2933,25,Man,China,4,Machine Learning Engineer,3,132
2934,25,Woman,South Korea,3,Data Engineer,0.5,22381
2935,44,Man,USA,4,Software Engineer,6,86293
2936,29,Woman,USA,4,Other,2,485
2937,39,Man,USA,3,Other,0,71802
2938,24,Man,USA,3,Other,0.5,70476
2939,46,Man,USA,4,Other,3,81386
2940,42,Man,Japan,5,Data Scientist,6,1273
2941,29,Man,USA,4,Business Analyst,1,64146
2942,18,Man,USA,4,Data Engineer,3,2405
2943,36,Woman,USA,5,Data Scientist,4,180418
2944,27,Man,Japan,4,Research Scientist,2,4120
2945,47,Man,USA,3,Software Engineer,13,139490
2946,48,Man,Japan,2,Product Manager,0.5,7982
2947,25,Nonbinary,Japan,4,Data Scientist,10,24405
2948,49,Man,USA,3,Program/Project Manager,9,70957
2949,59,Man,Japan,4,Machine Learning Engineer,26,110001
2950,33,Woman,USA,4,Research Scientist,10,219101
2951,36,Man,China,5,Data Scientist,8,2976
2952,49,Man,USA,3,Data Scientist,9,94054
2953,32,Man,USA,4,Data Scientist,1,65396
2954,34,Man,Japan,4,Statistician,2,17181
2955,30,Woman,USA,5,Statistician,17,106226
2956,23,Man,Japan,5,Research Scientist,0.5,1322
2957,35,Man,USA,2,Software Engineer,7,100971
2958,25,Man,USA,4,Data Scientist,4,90997
2959,35,Woman,USA,4,Data Scientist,3,188667
2960,32,Man,Japan,3,Other,1,21212
2961,29,Man,Japan,4,Program/Project Manager,1,480
2962,53,Man,USA,5,Research Scientist,0,127071
2963,40,Man,USA,4,Other,0.5,102757
2964,30,Woman,South Korea,3,Research Scientist,3,7082
2965,33,Nonbinary,USA,5,Data Scientist,6,92858
2966,38,Woman,USA,5,Data Scientist,4,145236
2967,46,Woman,USA,2,Other,0.5,62525
2968,37,Nonbinary,USA,5,Software Engineer,26,91043
2969,38,Man,USA,4,Research Scientist,1,92142
2970,29,Woman,Japan,4,Software Engineer,19,4902
2971,39,Man,Japan,4,Business Analyst,0.5,54290
2972,54,Woman,USA,5,Machine Learning Engineer,17,240006
2973,22,Man,Japan,3,Data Scientist,0.5,29472
2974,30,Woman,USA,3,Other,0,850
2975,64,Woman,USA,3,Data Engineer,26,92314
2976,31,Man,USA,3,Other,3,52831
2977,57,Man,USA,5,Statistician,26,204544
2978,24,Woman,USA,4,Software Engineer,8,964
2979,32,Man,USA,4,Software Engineer,10,242594
2980,33,Man,China,4,Machine Learning Engineer,3,62191
2981,29,Woman,USA,3,Data Scientist,4,102533
2982,46,Man,Japan,4,Software Engineer,20,55171
2983,41,Man,Japan,4,Program/Project Manager,0.5,59078
2984,48,Prefer not to say,USA,4,Other,3,96687
2985,33,Man,USA,4,Data Analyst,13,137716
2986,54,Man,Japan,4,Data Engineer,2,4917
2987,48,Prefer not to say,USA,4,Business Analyst,20,98029
2988,58,Man,USA,4,Business Analyst,5,74450
2989,68,Man,USA,4,Other,27,185626
2990,30,Man,Japan,4,Machine Learning Engineer,3,6493
2991,22,Woman,South Korea,3,Machine Learning Engineer,3,863
2992,48,Man,South Korea,3,Machine Learning Engineer,5,21034
2993,26,Man,Japan,4,Other,3,25789
2994,50,Woman,USA,4,Data Scientist,10,194101
2995,27,Man,South Korea,1,Data Analyst,0.5,173
2996,57,Man,Japan,4,Program/Project Manager,3,117283
2997,36,Man,USA,5,Software Engineer,5,131168
2998,28,Man,South Korea,4,Data Scientist,5,35720
2999,28,Man,China,4,Data Engineer,1,879
3000,53,Man,South Korea,4,Business Analyst,4,17747
3001,33,Man,China,4,Data Engineer,6,6048
3002,44,Woman,USA,4,Data Analyst,17,99542
3003,32,Man,USA,5,Data Scientist,1,120414
3004,41,Man,Japan,4,DBA/Database Engineer,5,6523
3005,28,Man,Japan,4,Other,5,44215
3006,32,Woman,USA,5,Data Scientist,3,3937
3007,23,Man,China,0,Machine Learning Engineer,1,13793
3008,69,Man,USA,5,Data Scientist,28,105689
3009,34,Prefer not to say,USA,0,Program/Project Manager,0,655
3010,30,Man,Japan,3,Data Analyst,6,13187
3011,42,Woman,USA,2,Other,27,1015697
3012,47,Man,USA,4,Software Engineer,20,431364
3013,36,Man,China,1,Developer Relations/Advocacy,13,96394
3014,40,Man,USA,4,Other,0.5,64845
3015,24,Man,China,4,Machine Learning Engineer,3,57091
3016,54,Woman,USA,3,Software Engineer,27,115191
3017,68,Man,Japan,2,Other,23,19880
3018,40,Man,USA,3,Data Analyst,14,161351
3019,19,Man,USA,3,Data Analyst,3,336
3020,25,Man,Japan,2,Data Scientist,4,45524
3021,54,Man,South Korea,2,Machine Learning Engineer,7,366
3022,49,Man,USA,3,Data Scientist,5,111865
3023,32,Woman,USA,3,Business Analyst,4,78928
3024,33,Man,China,3,Software Engineer,10,284
3025,39,Woman,USA,4,Software Engineer,16,150548
3026,18,Prefer not to say,China,2,Data Engineer,0.5,621
3027,43,Man,USA,4,Product Manager,20,998
3028,50,Man,South Korea,3,Software Engineer,21,68621
3029,61,Woman,USA,5,Other,0.5,51825
3030,32,Man,USA,3,Other,0.5,88987
3031,28,Man,USA,4,Data Scientist,8,196350
3032,39,Man,Japan,4,Other,0.5,84026
3033,18,Woman,China,4,Data Scientist,1,8032
3034,38,Woman,USA,4,Program/Project Manager,3,899
3035,39,Man,USA,4,Machine Learning Engineer,14,245546
3036,25,Man,Japan,4,Other,0.5,35064
3037,22,Man,China,4,Data Scientist,3,162
3038,58,Man,USA,4,Other,20,88960
3039,40,Man,USA,3,Other,27,117552
3040,24,Man,USA,3,Data Analyst,2,41853
3041,39,Man,USA,4,Software Engineer,20,159990
3042,39,Man,USA,3,Other,5,89079
3043,25,Man,China,4,Software Engineer,4,12191
3044,24,Man,China,4,Machine Learning Engineer,0.5,751
3045,65,Man,USA,4,Data Scientist,3,79549
3046,53,Man,USA,3,Software Engineer,26,155489
3047,27,Man,USA,3,Data Analyst,5,39068
3048,29,Woman,China,4,Software Engineer,4,2995
3049,55,Man,USA,5,Other,27,245541
3050,41,Man,USA,4,Other,20,74763
3051,28,Woman,USA,4,Research Scientist,8,256969
3052,44,Man,USA,5,Software Engineer,16,108317
3053,44,Man,USA,4,Other,11,205301
3054,21,Man,China,3,Data Analyst,1,18610
3055,49,Man,Japan,4,Business Analyst,2,135850
3056,27,Man,USA,4,Data Scientist,5,115543
3057,27,Man,Japan,4,Software Engineer,1,75710
3058,40,Woman,USA,4,Research Scientist,3,119088
3059,45,Man,USA,3,Software Engineer,24,130138
3060,37,Man,USA,5,Data Analyst,20,63061
3061,60,Man,USA,3,Other,25,77890
3062,32,Woman,USA,5,Other,0,56947
3063,39,Woman,USA,4,Other,0.5,63861
3064,24,Man,China,4,Data Scientist,3,2961
3065,41,Woman,USA,4,Other,0.5,75998
3066,30,Man,China,4,Software Engineer,5,30362
3067,31,Man,China,4,Data Scientist,6,82977
3068,42,Man,Japan,4,Data Scientist,19,5707
3069,27,Man,USA,4,Other,7,73903
3070,32,Man,USA,4,Data Analyst,2,64538
3071,39,Prefer not to say,USA,4,Data Scientist,17,148117
3072,25,Man,South Korea,4,Data Scientist,0.5,48700
3073,61,Man,USA,3,Other,26,22508
3074,46,Man,Japan,0,Other,2,67627
3075,45,Prefer not to say,South Korea,5,Research Scientist,9,102696
3076,44,Man,Japan,4,Program/Project Manager,3,182248
3077,66,Man,USA,3,Data Engineer,24,113744
3078,39,Man,USA,4,Research Scientist,0.5,101096
3079,36,Man,USA,2,Other,0.5,45762
3080,59,Man,USA,5,Data Scientist,29,199662
3081,48,Man,USA,4,Product Manager,19,224158
3082,28,Man,USA,5,Data Scientist,1,23551
3083,34,Man,Japan,3,Other,0.5,839
3084,38,Man,Japan,5,Data Engineer,2,2988
3085,27,Man,USA,4,Research Scientist,5,25015
3086,46,Man,USA,4,DBA/Database Engineer,9,92652
3087,63,Man,USA,3,Program/Project Manager,26,498628
3088,38,Man,South Korea,3,Software Engineer,5,83020
